Store_id,Product_id,total_days,start_date,end_date,avg_daily_sales,total_sales
S010,P041,1826,2013-01-01,2017-12-31,24.65,45020.0
S002,P005,1826,2013-01-01,2017-12-31,23.54,42985.0
S009,P027,1826,2013-01-01,2017-12-31,23.37,42678.0
S001,P016,1826,2013-01-01,2017-12-31,23.33,42605.0
S009,P001,1826,2013-01-01,2017-12-31,23.33,42593.0
S001,P034,1826,2013-01-01,2017-12-31,23.27,42500.0
S009,P041,1826,2013-01-01,2017-12-31,23.19,42347.0
S004,P041,1826,2013-01-01,2017-12-31,23.17,42305.0
S009,P004,1826,2013-01-01,2017-12-31,23.15,42272.0
S004,P047,1826,2013-01-01,2017-12-31,23.11,42207.0
S004,P027,1826,2013-01-01,2017-12-31,23.11,42202.0
S004,P004,1826,2013-01-01,2017-12-31,23.09,42156.0
S009,P047,1826,2013-01-01,2017-12-31,23.0,42004.0
S004,P001,1826,2013-01-01,2017-12-31,22.94,41886.0
S007,P017,1826,2013-01-01,2017-12-31,22.82,41678.0
S006,P037,1826,2013-01-01,2017-12-31,22.43,40961.0
S008,P005,1826,2013-01-01,2017-12-31,22.43,40953.0
S005,P044,1826,2013-01-01,2017-12-31,22.42,40930.0
S005,P049,1826,2013-01-01,2017-12-31,22.37,40851.0
S005,P023,1826,2013-01-01,2017-12-31,22.35,40809.0
S006,P044,1826,2013-01-01,2017-12-31,22.32,40761.0
S005,P037,1826,2013-01-01,2017-12-31,22.29,40700.0
S006,P023,1826,2013-01-01,2017-12-31,22.25,40622.0
S006,P049,1826,2013-01-01,2017-12-31,22.18,40503.0
S006,P040,1826,2013-01-01,2017-12-31,22.18,40501.0
S005,P040,1826,2013-01-01,2017-12-31,22.11,40372.0
S003,P005,1826,2013-01-01,2017-12-31,20.86,38086.0
S010,P005,1826,2013-01-01,2017-12-31,20.64,37684.0
S007,P044,1826,2013-01-01,2017-12-31,20.45,37335.0
S007,P049,1826,2013-01-01,2017-12-31,20.41,37262.0
S007,P040,1826,2013-01-01,2017-12-31,20.39,37241.0
S007,P037,1826,2013-01-01,2017-12-31,20.25,36976.0
S007,P023,1826,2013-01-01,2017-12-31,20.24,36965.0
S001,P027,1826,2013-01-01,2017-12-31,20.05,36613.0
S001,P041,1826,2013-01-01,2017-12-31,20.0,36525.0
S001,P001,1826,2013-01-01,2017-12-31,19.97,36468.0
S001,P004,1826,2013-01-01,2017-12-31,19.96,36440.0
S001,P047,1826,2013-01-01,2017-12-31,19.81,36181.0
S006,P034,1826,2013-01-01,2017-12-31,19.66,35895.0
S005,P034,1826,2013-01-01,2017-12-31,19.65,35878.0
S006,P016,1826,2013-01-01,2017-12-31,19.62,35821.0
S004,P005,1826,2013-01-01,2017-12-31,19.53,35653.0
S005,P016,1826,2013-01-01,2017-12-31,19.39,35405.0
S009,P005,1826,2013-01-01,2017-12-31,19.27,35191.0
S007,P034,1826,2013-01-01,2017-12-31,17.98,32834.0
S007,P016,1826,2013-01-01,2017-12-31,17.75,32419.0
S005,P041,1826,2013-01-01,2017-12-31,16.83,30733.0
S006,P027,1826,2013-01-01,2017-12-31,16.81,30694.0
S005,P004,1826,2013-01-01,2017-12-31,16.78,30634.0
S005,P027,1826,2013-01-01,2017-12-31,16.76,30610.0
S006,P004,1826,2013-01-01,2017-12-31,16.75,30593.0
S005,P001,1826,2013-01-01,2017-12-31,16.74,30566.0
S006,P001,1826,2013-01-01,2017-12-31,16.72,30527.0
S006,P047,1826,2013-01-01,2017-12-31,16.71,30510.0
S005,P047,1826,2013-01-01,2017-12-31,16.7,30493.0
S001,P005,1826,2013-01-01,2017-12-31,16.61,30335.0
S006,P041,1826,2013-01-01,2017-12-31,16.61,30325.0
S007,P047,1826,2013-01-01,2017-12-31,15.48,28265.0
S007,P041,1826,2013-01-01,2017-12-31,15.47,28251.0
S007,P004,1826,2013-01-01,2017-12-31,15.36,28044.0
S007,P027,1826,2013-01-01,2017-12-31,15.21,27780.0
S007,P001,1826,2013-01-01,2017-12-31,15.16,27681.0
S005,P005,1826,2013-01-01,2017-12-31,14.09,25722.0
S006,P005,1826,2013-01-01,2017-12-31,13.89,25369.0
S007,P005,1826,2013-01-01,2017-12-31,12.73,23252.0
