Store_id,Product_id,Forecast_Frequency,Date,Sales,Type,Forecast_Method
S010,P009,weekly,2018-01-15,358.59,Forecast,Enhanced Ensemble
S010,P009,weekly,2018-01-22,361.17,Forecast,Enhanced Ensemble
S010,P009,weekly,2018-01-29,363.52,Forecast,Enhanced Ensemble
S010,P009,weekly,2018-02-05,364.01,Forecast,Enhanced Ensemble
S010,P009,weekly,2018-02-12,365.02,Forecast,Enhanced Ensemble
S010,P009,weekly,2018-02-19,369.95,Forecast,Enhanced Ensemble
S010,P010,weekly,2017-07-03,791.0,Actual,Actual Sales
S010,P010,weekly,2017-07-10,799.0,Actual,Actual Sales
S010,P010,weekly,2017-07-17,782.0,Actual,Actual Sales
S010,P010,weekly,2017-07-24,880.0,Actual,Actual Sales
S010,P010,weekly,2017-07-31,780.0,Actual,Actual Sales
S010,P010,weekly,2017-08-07,711.0,Actual,Actual Sales
S010,P010,weekly,2017-08-14,765.0,Actual,Actual Sales
S010,P010,weekly,2017-08-21,704.0,Actual,Actual Sales
S010,P010,weekly,2017-08-28,729.0,Actual,Actual Sales
S010,P010,weekly,2017-09-04,700.0,Actual,Actual Sales
S010,P010,weekly,2017-09-11,694.0,Actual,Actual Sales
S010,P010,weekly,2017-09-18,691.0,Actual,Actual Sales
S010,P010,weekly,2017-09-25,709.0,Actual,Actual Sales
S010,P010,weekly,2017-10-02,629.0,Actual,Actual Sales
S010,P010,weekly,2017-10-09,632.0,Actual,Actual Sales
S010,P010,weekly,2017-10-16,629.0,Actual,Actual Sales
S010,P010,weekly,2017-10-23,665.0,Actual,Actual Sales
S010,P010,weekly,2017-10-30,655.0,Actual,Actual Sales
S010,P010,weekly,2017-11-06,686.0,Actual,Actual Sales
S010,P010,weekly,2017-11-13,666.0,Actual,Actual Sales
S010,P010,weekly,2017-11-20,667.0,Actual,Actual Sales
S010,P010,weekly,2017-11-27,567.0,Actual,Actual Sales
S010,P010,weekly,2017-12-04,480.0,Actual,Actual Sales
S010,P010,weekly,2017-12-11,490.0,Actual,Actual Sales
S010,P010,weekly,2017-12-18,462.0,Actual,Actual Sales
S010,P010,weekly,2017-12-25,489.0,Actual,Actual Sales
S010,P010,weekly,2018-01-01,518.85,Forecast,Enhanced Ensemble
S010,P010,weekly,2018-01-08,515.25,Forecast,Enhanced Ensemble
S010,P010,weekly,2018-01-15,516.27,Forecast,Enhanced Ensemble
S010,P010,weekly,2018-01-22,514.39,Forecast,Enhanced Ensemble
S010,P010,weekly,2018-01-29,521.31,Forecast,Enhanced Ensemble
S010,P010,weekly,2018-02-05,527.73,Forecast,Enhanced Ensemble
S010,P010,weekly,2018-02-12,534.92,Forecast,Enhanced Ensemble
S010,P010,weekly,2018-02-19,534.62,Forecast,Enhanced Ensemble
S003,P006,weekly,2017-07-03,651.0,Actual,Actual Sales
S003,P006,weekly,2017-07-10,682.0,Actual,Actual Sales
S003,P006,weekly,2017-07-17,694.0,Actual,Actual Sales
S003,P006,weekly,2017-07-24,682.0,Actual,Actual Sales
S003,P006,weekly,2017-07-31,592.0,Actual,Actual Sales
S003,P006,weekly,2017-08-07,575.0,Actual,Actual Sales
S003,P006,weekly,2017-08-14,612.0,Actual,Actual Sales
S003,P006,weekly,2017-08-21,609.0,Actual,Actual Sales
S003,P006,weekly,2017-08-28,562.0,Actual,Actual Sales
S003,P006,weekly,2017-09-04,550.0,Actual,Actual Sales
S003,P006,weekly,2017-09-11,511.0,Actual,Actual Sales
S003,P006,weekly,2017-09-18,548.0,Actual,Actual Sales
S003,P006,weekly,2017-09-25,596.0,Actual,Actual Sales
S003,P006,weekly,2017-10-02,515.0,Actual,Actual Sales
S003,P006,weekly,2017-10-09,534.0,Actual,Actual Sales
S003,P006,weekly,2017-10-16,521.0,Actual,Actual Sales
S003,P006,weekly,2017-10-23,464.0,Actual,Actual Sales
S003,P006,weekly,2017-10-30,548.0,Actual,Actual Sales
S003,P006,weekly,2017-11-06,517.0,Actual,Actual Sales
S003,P006,weekly,2017-11-13,549.0,Actual,Actual Sales
S003,P006,weekly,2017-11-20,581.0,Actual,Actual Sales
S003,P006,weekly,2017-11-27,466.0,Actual,Actual Sales
S003,P006,weekly,2017-12-04,404.0,Actual,Actual Sales
S003,P006,weekly,2017-12-11,399.0,Actual,Actual Sales
S003,P006,weekly,2017-12-18,402.0,Actual,Actual Sales
S003,P006,weekly,2017-12-25,380.0,Actual,Actual Sales
S003,P006,weekly,2018-01-01,416.41,Forecast,Enhanced Ensemble
S003,P006,weekly,2018-01-08,419.86,Forecast,Enhanced Ensemble
S003,P006,weekly,2018-01-15,416.56,Forecast,Enhanced Ensemble
S003,P006,weekly,2018-01-22,424.45,Forecast,Enhanced Ensemble
S003,P006,weekly,2018-01-29,434.4,Forecast,Enhanced Ensemble
S003,P006,weekly,2018-02-05,429.51,Forecast,Enhanced Ensemble
S003,P006,weekly,2018-02-12,426.39,Forecast,Enhanced Ensemble
S003,P006,weekly,2018-02-19,428.04,Forecast,Enhanced Ensemble
S003,P007,weekly,2017-07-03,648.0,Actual,Actual Sales
S003,P007,weekly,2017-07-10,659.0,Actual,Actual Sales
S003,P007,weekly,2017-07-17,688.0,Actual,Actual Sales
S003,P007,weekly,2017-07-24,666.0,Actual,Actual Sales
S003,P007,weekly,2017-07-31,648.0,Actual,Actual Sales
S003,P007,weekly,2017-08-07,578.0,Actual,Actual Sales
S003,P007,weekly,2017-08-14,571.0,Actual,Actual Sales
S003,P007,weekly,2017-08-21,607.0,Actual,Actual Sales
S003,P007,weekly,2017-08-28,581.0,Actual,Actual Sales
S003,P007,weekly,2017-09-04,556.0,Actual,Actual Sales
S003,P007,weekly,2017-09-11,560.0,Actual,Actual Sales
S003,P007,weekly,2017-09-18,517.0,Actual,Actual Sales
S003,P007,weekly,2017-09-25,498.0,Actual,Actual Sales
S003,P007,weekly,2017-10-02,524.0,Actual,Actual Sales
S003,P007,weekly,2017-10-09,509.0,Actual,Actual Sales
S003,P007,weekly,2017-10-16,557.0,Actual,Actual Sales
S003,P007,weekly,2017-10-23,473.0,Actual,Actual Sales
S003,P007,weekly,2017-10-30,525.0,Actual,Actual Sales
S003,P007,weekly,2017-11-06,564.0,Actual,Actual Sales
S003,P007,weekly,2017-11-13,574.0,Actual,Actual Sales
S003,P007,weekly,2017-11-20,564.0,Actual,Actual Sales
S003,P007,weekly,2017-11-27,461.0,Actual,Actual Sales
S003,P007,weekly,2017-12-04,394.0,Actual,Actual Sales
S003,P007,weekly,2017-12-11,410.0,Actual,Actual Sales
S003,P007,weekly,2017-12-18,410.0,Actual,Actual Sales
S003,P007,weekly,2017-12-25,394.0,Actual,Actual Sales
S003,P007,weekly,2018-01-01,423.14,Forecast,Enhanced Ensemble
S003,P007,weekly,2018-01-08,424.2,Forecast,Enhanced Ensemble
S003,P007,weekly,2018-01-15,426.38,Forecast,Enhanced Ensemble
S003,P007,weekly,2018-01-22,420.71,Forecast,Enhanced Ensemble
S003,P007,weekly,2018-01-29,421.74,Forecast,Enhanced Ensemble
S003,P007,weekly,2018-02-05,432.27,Forecast,Enhanced Ensemble
S003,P007,weekly,2018-02-12,436.68,Forecast,Enhanced Ensemble
S003,P007,weekly,2018-02-19,439.07,Forecast,Enhanced Ensemble
S003,P008,weekly,2017-07-03,897.0,Actual,Actual Sales
S003,P008,weekly,2017-07-10,872.0,Actual,Actual Sales
S003,P008,weekly,2017-07-17,931.0,Actual,Actual Sales
S003,P008,weekly,2017-07-24,906.0,Actual,Actual Sales
S003,P008,weekly,2017-07-31,777.0,Actual,Actual Sales
S003,P008,weekly,2017-08-07,819.0,Actual,Actual Sales
S003,P008,weekly,2017-08-14,765.0,Actual,Actual Sales
S003,P008,weekly,2017-08-21,753.0,Actual,Actual Sales
S003,P008,weekly,2017-08-28,752.0,Actual,Actual Sales
S003,P008,weekly,2017-09-04,748.0,Actual,Actual Sales
S003,P008,weekly,2017-09-11,696.0,Actual,Actual Sales
S003,P008,weekly,2017-09-18,735.0,Actual,Actual Sales
S003,P008,weekly,2017-09-25,735.0,Actual,Actual Sales
S003,P008,weekly,2017-10-02,683.0,Actual,Actual Sales
S003,P008,weekly,2017-10-09,692.0,Actual,Actual Sales
S003,P008,weekly,2017-10-16,650.0,Actual,Actual Sales
S003,P008,weekly,2017-10-23,666.0,Actual,Actual Sales
S003,P008,weekly,2017-10-30,709.0,Actual,Actual Sales
S003,P008,weekly,2017-11-06,750.0,Actual,Actual Sales
S003,P008,weekly,2017-11-13,718.0,Actual,Actual Sales
S003,P008,weekly,2017-11-20,740.0,Actual,Actual Sales
S003,P008,weekly,2017-11-27,644.0,Actual,Actual Sales
S003,P008,weekly,2017-12-04,502.0,Actual,Actual Sales
S003,P008,weekly,2017-12-11,566.0,Actual,Actual Sales
S003,P008,weekly,2017-12-18,498.0,Actual,Actual Sales
S003,P008,weekly,2017-12-25,490.0,Actual,Actual Sales
S003,P008,weekly,2018-01-01,547.14,Forecast,Enhanced Ensemble
S003,P008,weekly,2018-01-08,543.81,Forecast,Enhanced Ensemble
S003,P008,weekly,2018-01-15,545.0,Forecast,Enhanced Ensemble
S003,P008,weekly,2018-01-22,542.2,Forecast,Enhanced Ensemble
S003,P008,weekly,2018-01-29,556.78,Forecast,Enhanced Ensemble
S003,P008,weekly,2018-02-05,557.16,Forecast,Enhanced Ensemble
S003,P008,weekly,2018-02-12,562.79,Forecast,Enhanced Ensemble
S003,P008,weekly,2018-02-19,569.61,Forecast,Enhanced Ensemble
S003,P009,weekly,2017-07-03,586.0,Actual,Actual Sales
S003,P009,weekly,2017-07-10,607.0,Actual,Actual Sales
S003,P009,weekly,2017-07-17,579.0,Actual,Actual Sales
S003,P009,weekly,2017-07-24,605.0,Actual,Actual Sales
S003,P009,weekly,2017-07-31,582.0,Actual,Actual Sales
S003,P009,weekly,2017-08-07,524.0,Actual,Actual Sales
S003,P009,weekly,2017-08-14,520.0,Actual,Actual Sales
S003,P009,weekly,2017-08-21,521.0,Actual,Actual Sales
S003,P009,weekly,2017-08-28,479.0,Actual,Actual Sales
S003,P009,weekly,2017-09-04,496.0,Actual,Actual Sales
S003,P009,weekly,2017-09-11,504.0,Actual,Actual Sales
S003,P009,weekly,2017-09-18,462.0,Actual,Actual Sales
S003,P009,weekly,2017-09-25,482.0,Actual,Actual Sales
S003,P009,weekly,2017-10-02,426.0,Actual,Actual Sales
S003,P009,weekly,2017-10-09,426.0,Actual,Actual Sales
S003,P009,weekly,2017-10-16,433.0,Actual,Actual Sales
S003,P009,weekly,2017-10-23,448.0,Actual,Actual Sales
S003,P009,weekly,2017-10-30,463.0,Actual,Actual Sales
S003,P009,weekly,2017-11-06,471.0,Actual,Actual Sales
S003,P009,weekly,2017-11-13,455.0,Actual,Actual Sales
S003,P009,weekly,2017-11-20,471.0,Actual,Actual Sales
S003,P009,weekly,2017-11-27,412.0,Actual,Actual Sales
S003,P009,weekly,2017-12-04,346.0,Actual,Actual Sales
S003,P009,weekly,2017-12-11,378.0,Actual,Actual Sales
S003,P009,weekly,2017-12-18,340.0,Actual,Actual Sales
S003,P009,weekly,2017-12-25,359.0,Actual,Actual Sales
S003,P009,weekly,2018-01-01,371.57,Forecast,Enhanced Ensemble
S003,P009,weekly,2018-01-08,368.73,Forecast,Enhanced Ensemble
S003,P009,weekly,2018-01-15,371.45,Forecast,Enhanced Ensemble
S003,P009,weekly,2018-01-22,373.35,Forecast,Enhanced Ensemble
S003,P009,weekly,2018-01-29,376.43,Forecast,Enhanced Ensemble
S003,P009,weekly,2018-02-05,383.49,Forecast,Enhanced Ensemble
S003,P009,weekly,2018-02-12,378.2,Forecast,Enhanced Ensemble
S003,P009,weekly,2018-02-19,385.21,Forecast,Enhanced Ensemble
S003,P010,weekly,2017-07-03,832.0,Actual,Actual Sales
S003,P010,weekly,2017-07-10,788.0,Actual,Actual Sales
S003,P010,weekly,2017-07-17,834.0,Actual,Actual Sales
S003,P010,weekly,2017-07-24,796.0,Actual,Actual Sales
S003,P010,weekly,2017-07-31,746.0,Actual,Actual Sales
S003,P010,weekly,2017-08-07,744.0,Actual,Actual Sales
S003,P010,weekly,2017-08-14,775.0,Actual,Actual Sales
S003,P010,weekly,2017-08-21,738.0,Actual,Actual Sales
S003,P010,weekly,2017-08-28,751.0,Actual,Actual Sales
S003,P010,weekly,2017-09-04,680.0,Actual,Actual Sales
S003,P010,weekly,2017-09-11,677.0,Actual,Actual Sales
S003,P010,weekly,2017-09-18,719.0,Actual,Actual Sales
S003,P010,weekly,2017-09-25,670.0,Actual,Actual Sales
S003,P010,weekly,2017-10-02,648.0,Actual,Actual Sales
S003,P010,weekly,2017-10-09,703.0,Actual,Actual Sales
S003,P010,weekly,2017-10-16,678.0,Actual,Actual Sales
S003,P010,weekly,2017-10-23,616.0,Actual,Actual Sales
S003,P010,weekly,2017-10-30,686.0,Actual,Actual Sales
S003,P010,weekly,2017-11-06,670.0,Actual,Actual Sales
S003,P010,weekly,2017-11-13,669.0,Actual,Actual Sales
S003,P010,weekly,2017-11-20,699.0,Actual,Actual Sales
S003,P010,weekly,2017-11-27,654.0,Actual,Actual Sales
S003,P010,weekly,2017-12-04,471.0,Actual,Actual Sales
S003,P010,weekly,2017-12-11,528.0,Actual,Actual Sales
S003,P010,weekly,2017-12-18,522.0,Actual,Actual Sales
S003,P010,weekly,2017-12-25,414.0,Actual,Actual Sales
S003,P010,weekly,2018-01-01,506.47,Forecast,Enhanced Ensemble
S003,P010,weekly,2018-01-08,515.17,Forecast,Enhanced Ensemble
S003,P010,weekly,2018-01-15,517.13,Forecast,Enhanced Ensemble
S003,P010,weekly,2018-01-22,515.11,Forecast,Enhanced Ensemble
S003,P010,weekly,2018-01-29,524.6,Forecast,Enhanced Ensemble
S003,P010,weekly,2018-02-05,527.27,Forecast,Enhanced Ensemble
S003,P010,weekly,2018-02-12,528.6,Forecast,Enhanced Ensemble
S003,P010,weekly,2018-02-19,527.95,Forecast,Enhanced Ensemble
S004,P001,weekly,2017-07-03,241.0,Actual,Actual Sales
S004,P001,weekly,2017-07-10,226.0,Actual,Actual Sales
S004,P001,weekly,2017-07-17,263.0,Actual,Actual Sales
S004,P001,weekly,2017-07-24,245.0,Actual,Actual Sales
S004,P001,weekly,2017-07-31,176.0,Actual,Actual Sales
S004,P001,weekly,2017-08-07,201.0,Actual,Actual Sales
S004,P001,weekly,2017-08-14,210.0,Actual,Actual Sales
S004,P001,weekly,2017-08-21,185.0,Actual,Actual Sales
S004,P001,weekly,2017-08-28,199.0,Actual,Actual Sales
S004,P001,weekly,2017-09-04,169.0,Actual,Actual Sales
S004,P001,weekly,2017-09-11,211.0,Actual,Actual Sales
S004,P001,weekly,2017-09-18,196.0,Actual,Actual Sales
S004,P001,weekly,2017-09-25,198.0,Actual,Actual Sales
S004,P001,weekly,2017-10-02,209.0,Actual,Actual Sales
S004,P001,weekly,2017-10-09,175.0,Actual,Actual Sales
S004,P001,weekly,2017-10-16,188.0,Actual,Actual Sales
S004,P001,weekly,2017-10-23,136.0,Actual,Actual Sales
S004,P001,weekly,2017-10-30,181.0,Actual,Actual Sales
S004,P001,weekly,2017-11-06,183.0,Actual,Actual Sales
S004,P001,weekly,2017-11-13,181.0,Actual,Actual Sales
S004,P001,weekly,2017-11-20,201.0,Actual,Actual Sales
S004,P001,weekly,2017-11-27,157.0,Actual,Actual Sales
S004,P001,weekly,2017-12-04,138.0,Actual,Actual Sales
S004,P001,weekly,2017-12-11,145.0,Actual,Actual Sales
S004,P001,weekly,2017-12-18,141.0,Actual,Actual Sales
S004,P001,weekly,2017-12-25,147.0,Actual,Actual Sales
S004,P001,weekly,2018-01-01,150.24,Forecast,Enhanced Ensemble
S004,P001,weekly,2018-01-08,146.77,Forecast,Enhanced Ensemble
S004,P001,weekly,2018-01-15,148.71,Forecast,Enhanced Ensemble
S004,P001,weekly,2018-01-22,145.87,Forecast,Enhanced Ensemble
S004,P001,weekly,2018-01-29,148.3,Forecast,Enhanced Ensemble
S004,P001,weekly,2018-02-05,150.2,Forecast,Enhanced Ensemble
S004,P001,weekly,2018-02-12,148.25,Forecast,Enhanced Ensemble
S004,P001,weekly,2018-02-19,149.78,Forecast,Enhanced Ensemble
S004,P002,weekly,2017-07-03,636.0,Actual,Actual Sales
S004,P002,weekly,2017-07-10,626.0,Actual,Actual Sales
S004,P002,weekly,2017-07-17,598.0,Actual,Actual Sales
S004,P002,weekly,2017-07-24,632.0,Actual,Actual Sales
S004,P002,weekly,2017-07-31,539.0,Actual,Actual Sales
S004,P002,weekly,2017-08-07,579.0,Actual,Actual Sales
S004,P002,weekly,2017-08-14,517.0,Actual,Actual Sales
S004,P002,weekly,2017-08-21,534.0,Actual,Actual Sales
S004,P002,weekly,2017-08-28,542.0,Actual,Actual Sales
S004,P002,weekly,2017-09-04,524.0,Actual,Actual Sales
S004,P002,weekly,2017-09-11,523.0,Actual,Actual Sales
S004,P002,weekly,2017-09-18,546.0,Actual,Actual Sales
S004,P002,weekly,2017-09-25,529.0,Actual,Actual Sales
S004,P002,weekly,2017-10-02,480.0,Actual,Actual Sales
S004,P002,weekly,2017-10-09,454.0,Actual,Actual Sales
S004,P002,weekly,2017-10-16,442.0,Actual,Actual Sales
S004,P002,weekly,2017-10-23,496.0,Actual,Actual Sales
S004,P002,weekly,2017-10-30,506.0,Actual,Actual Sales
S004,P002,weekly,2017-11-06,502.0,Actual,Actual Sales
S004,P002,weekly,2017-11-13,488.0,Actual,Actual Sales
S004,P002,weekly,2017-11-20,515.0,Actual,Actual Sales
S004,P002,weekly,2017-11-27,419.0,Actual,Actual Sales
S004,P002,weekly,2017-12-04,353.0,Actual,Actual Sales
S004,P002,weekly,2017-12-11,402.0,Actual,Actual Sales
S004,P002,weekly,2017-12-18,387.0,Actual,Actual Sales
S004,P002,weekly,2017-12-25,351.0,Actual,Actual Sales
S004,P002,weekly,2018-01-01,375.4,Forecast,Enhanced Ensemble
S004,P002,weekly,2018-01-08,375.7,Forecast,Enhanced Ensemble
S004,P002,weekly,2018-01-15,385.89,Forecast,Enhanced Ensemble
S004,P002,weekly,2018-01-22,384.39,Forecast,Enhanced Ensemble
S004,P002,weekly,2018-01-29,391.77,Forecast,Enhanced Ensemble
S004,P002,weekly,2018-02-05,402.23,Forecast,Enhanced Ensemble
S004,P002,weekly,2018-02-12,396.91,Forecast,Enhanced Ensemble
S004,P002,weekly,2018-02-19,397.04,Forecast,Enhanced Ensemble
S004,P003,weekly,2017-07-03,384.0,Actual,Actual Sales
S004,P003,weekly,2017-07-10,397.0,Actual,Actual Sales
S004,P003,weekly,2017-07-17,372.0,Actual,Actual Sales
S004,P003,weekly,2017-07-24,429.0,Actual,Actual Sales
S004,P003,weekly,2017-07-31,339.0,Actual,Actual Sales
S004,P003,weekly,2017-08-07,323.0,Actual,Actual Sales
S004,P003,weekly,2017-08-14,347.0,Actual,Actual Sales
S004,P003,weekly,2017-08-21,369.0,Actual,Actual Sales
S004,P003,weekly,2017-08-28,346.0,Actual,Actual Sales
S004,P003,weekly,2017-09-04,330.0,Actual,Actual Sales
S004,P003,weekly,2017-09-11,329.0,Actual,Actual Sales
S004,P003,weekly,2017-09-18,333.0,Actual,Actual Sales
S004,P003,weekly,2017-09-25,304.0,Actual,Actual Sales
S004,P003,weekly,2017-10-02,284.0,Actual,Actual Sales
S004,P003,weekly,2017-10-09,289.0,Actual,Actual Sales
S004,P003,weekly,2017-10-16,300.0,Actual,Actual Sales
S004,P003,weekly,2017-10-23,280.0,Actual,Actual Sales
S004,P003,weekly,2017-10-30,297.0,Actual,Actual Sales
S004,P003,weekly,2017-11-06,329.0,Actual,Actual Sales
S004,P003,weekly,2017-11-13,307.0,Actual,Actual Sales
S004,P003,weekly,2017-11-20,307.0,Actual,Actual Sales
S004,P003,weekly,2017-11-27,236.0,Actual,Actual Sales
S004,P003,weekly,2017-12-04,225.0,Actual,Actual Sales
S004,P003,weekly,2017-12-11,209.0,Actual,Actual Sales
S004,P003,weekly,2017-12-18,251.0,Actual,Actual Sales
S004,P003,weekly,2017-12-25,252.0,Actual,Actual Sales
S004,P003,weekly,2018-01-01,250.59,Forecast,Enhanced Ensemble
S004,P003,weekly,2018-01-08,254.3,Forecast,Enhanced Ensemble
S004,P003,weekly,2018-01-15,246.73,Forecast,Enhanced Ensemble
S004,P003,weekly,2018-01-22,248.33,Forecast,Enhanced Ensemble
S004,P003,weekly,2018-01-29,247.39,Forecast,Enhanced Ensemble
S004,P003,weekly,2018-02-05,257.53,Forecast,Enhanced Ensemble
S004,P003,weekly,2018-02-12,260.42,Forecast,Enhanced Ensemble
S004,P003,weekly,2018-02-19,258.98,Forecast,Enhanced Ensemble
S004,P004,weekly,2017-07-03,245.0,Actual,Actual Sales
S004,P004,weekly,2017-07-10,248.0,Actual,Actual Sales
S004,P004,weekly,2017-07-17,242.0,Actual,Actual Sales
S004,P004,weekly,2017-07-24,248.0,Actual,Actual Sales
S004,P004,weekly,2017-07-31,233.0,Actual,Actual Sales
S004,P004,weekly,2017-08-07,191.0,Actual,Actual Sales
S004,P004,weekly,2017-08-14,216.0,Actual,Actual Sales
S004,P004,weekly,2017-08-21,195.0,Actual,Actual Sales
S004,P004,weekly,2017-08-28,172.0,Actual,Actual Sales
S004,P004,weekly,2017-09-04,182.0,Actual,Actual Sales
S004,P004,weekly,2017-09-11,162.0,Actual,Actual Sales
S004,P004,weekly,2017-09-18,183.0,Actual,Actual Sales
S004,P004,weekly,2017-09-25,204.0,Actual,Actual Sales
S004,P004,weekly,2017-10-02,165.0,Actual,Actual Sales
S004,P004,weekly,2017-10-09,178.0,Actual,Actual Sales
S004,P004,weekly,2017-10-16,173.0,Actual,Actual Sales
S004,P004,weekly,2017-10-23,204.0,Actual,Actual Sales
S004,P004,weekly,2017-10-30,168.0,Actual,Actual Sales
S004,P004,weekly,2017-11-06,207.0,Actual,Actual Sales
S004,P004,weekly,2017-11-13,209.0,Actual,Actual Sales
S004,P004,weekly,2017-11-20,198.0,Actual,Actual Sales
S004,P004,weekly,2017-11-27,158.0,Actual,Actual Sales
S004,P004,weekly,2017-12-04,122.0,Actual,Actual Sales
S004,P004,weekly,2017-12-11,138.0,Actual,Actual Sales
S004,P004,weekly,2017-12-18,179.0,Actual,Actual Sales
S004,P004,weekly,2017-12-25,166.0,Actual,Actual Sales
S004,P004,weekly,2018-01-01,155.73,Forecast,Enhanced Ensemble
S004,P004,weekly,2018-01-08,154.73,Forecast,Enhanced Ensemble
S004,P004,weekly,2018-01-15,154.58,Forecast,Enhanced Ensemble
S004,P004,weekly,2018-01-22,156.33,Forecast,Enhanced Ensemble
S004,P004,weekly,2018-01-29,159.04,Forecast,Enhanced Ensemble
S004,P004,weekly,2018-02-05,156.97,Forecast,Enhanced Ensemble
S004,P004,weekly,2018-02-12,160.09,Forecast,Enhanced Ensemble
S004,P004,weekly,2018-02-19,157.91,Forecast,Enhanced Ensemble
S004,P005,weekly,2017-07-03,192.0,Actual,Actual Sales
S004,P005,weekly,2017-07-10,212.0,Actual,Actual Sales
S004,P005,weekly,2017-07-17,188.0,Actual,Actual Sales
S004,P005,weekly,2017-07-24,190.0,Actual,Actual Sales
S004,P005,weekly,2017-07-31,176.0,Actual,Actual Sales
S004,P005,weekly,2017-08-07,190.0,Actual,Actual Sales
S004,P005,weekly,2017-08-14,163.0,Actual,Actual Sales
S004,P005,weekly,2017-08-21,167.0,Actual,Actual Sales
S004,P005,weekly,2017-08-28,182.0,Actual,Actual Sales
S004,P005,weekly,2017-09-04,155.0,Actual,Actual Sales
S004,P005,weekly,2017-09-11,168.0,Actual,Actual Sales
S004,P005,weekly,2017-09-18,161.0,Actual,Actual Sales
S004,P005,weekly,2017-09-25,176.0,Actual,Actual Sales
S004,P005,weekly,2017-10-02,113.0,Actual,Actual Sales
S004,P005,weekly,2017-10-09,137.0,Actual,Actual Sales
S004,P005,weekly,2017-10-16,155.0,Actual,Actual Sales
S004,P005,weekly,2017-10-23,141.0,Actual,Actual Sales
S004,P005,weekly,2017-10-30,155.0,Actual,Actual Sales
S004,P005,weekly,2017-11-06,150.0,Actual,Actual Sales
S004,P005,weekly,2017-11-13,155.0,Actual,Actual Sales
S004,P005,weekly,2017-11-20,147.0,Actual,Actual Sales
S004,P005,weekly,2017-11-27,141.0,Actual,Actual Sales
S004,P005,weekly,2017-12-04,108.0,Actual,Actual Sales
S004,P005,weekly,2017-12-11,134.0,Actual,Actual Sales
S004,P005,weekly,2017-12-18,104.0,Actual,Actual Sales
S004,P005,weekly,2017-12-25,116.0,Actual,Actual Sales
S004,P005,weekly,2018-01-01,120.81,Forecast,Enhanced Ensemble
S004,P005,weekly,2018-01-08,127.67,Forecast,Enhanced Ensemble
S004,P005,weekly,2018-01-15,121.0,Forecast,Enhanced Ensemble
S004,P005,weekly,2018-01-22,120.76,Forecast,Enhanced Ensemble
S004,P005,weekly,2018-01-29,124.75,Forecast,Enhanced Ensemble
S004,P005,weekly,2018-02-05,127.79,Forecast,Enhanced Ensemble
S004,P005,weekly,2018-02-12,128.85,Forecast,Enhanced Ensemble
S004,P005,weekly,2018-02-19,129.56,Forecast,Enhanced Ensemble
S004,P006,weekly,2017-07-03,614.0,Actual,Actual Sales
S004,P006,weekly,2017-07-10,606.0,Actual,Actual Sales
S004,P006,weekly,2017-07-17,613.0,Actual,Actual Sales
S004,P006,weekly,2017-07-24,636.0,Actual,Actual Sales
S004,P006,weekly,2017-07-31,576.0,Actual,Actual Sales
S004,P006,weekly,2017-08-07,541.0,Actual,Actual Sales
S004,P006,weekly,2017-08-14,586.0,Actual,Actual Sales
S004,P006,weekly,2017-08-21,545.0,Actual,Actual Sales
S004,P006,weekly,2017-08-28,519.0,Actual,Actual Sales
S004,P006,weekly,2017-09-04,506.0,Actual,Actual Sales
S004,P006,weekly,2017-09-11,551.0,Actual,Actual Sales
S004,P006,weekly,2017-09-18,481.0,Actual,Actual Sales
S004,P006,weekly,2017-09-25,494.0,Actual,Actual Sales
S004,P006,weekly,2017-10-02,475.0,Actual,Actual Sales
S004,P006,weekly,2017-10-09,430.0,Actual,Actual Sales
S004,P006,weekly,2017-10-16,496.0,Actual,Actual Sales
S004,P006,weekly,2017-10-23,481.0,Actual,Actual Sales
S004,P006,weekly,2017-10-30,458.0,Actual,Actual Sales
S004,P006,weekly,2017-11-06,482.0,Actual,Actual Sales
S004,P006,weekly,2017-11-13,494.0,Actual,Actual Sales
S004,P006,weekly,2017-11-20,498.0,Actual,Actual Sales
S004,P006,weekly,2017-11-27,432.0,Actual,Actual Sales
S004,P006,weekly,2017-12-04,386.0,Actual,Actual Sales
S004,P006,weekly,2017-12-11,334.0,Actual,Actual Sales
S004,P006,weekly,2017-12-18,374.0,Actual,Actual Sales
S004,P006,weekly,2017-12-25,347.0,Actual,Actual Sales
S004,P006,weekly,2018-01-01,375.78,Forecast,Enhanced Ensemble
S004,P006,weekly,2018-01-08,380.57,Forecast,Enhanced Ensemble
S004,P006,weekly,2018-01-15,388.04,Forecast,Enhanced Ensemble
S004,P006,weekly,2018-01-22,380.17,Forecast,Enhanced Ensemble
S004,P006,weekly,2018-01-29,389.66,Forecast,Enhanced Ensemble
S004,P006,weekly,2018-02-05,388.89,Forecast,Enhanced Ensemble
S004,P006,weekly,2018-02-12,397.59,Forecast,Enhanced Ensemble
S004,P006,weekly,2018-02-19,394.28,Forecast,Enhanced Ensemble
S004,P007,weekly,2017-07-03,651.0,Actual,Actual Sales
S004,P007,weekly,2017-07-10,598.0,Actual,Actual Sales
S004,P007,weekly,2017-07-17,658.0,Actual,Actual Sales
S004,P007,weekly,2017-07-24,644.0,Actual,Actual Sales
S004,P007,weekly,2017-07-31,543.0,Actual,Actual Sales
S004,P007,weekly,2017-08-07,526.0,Actual,Actual Sales
